Suburb,Month,Year,avg_price,
EAST MELBOURNE,4,2016,628438,April
EAST MELBOURNE,4,2017,628438,April
EAST MELBOURNE,5,2017,586500,May
EAST MELBOURNE,5,2016,573840,May
EAST MELBOURNE,6,2017,1217113,June
EAST MELBOURNE,6,2016,1209138,June
EAST MELBOURNE,7,2016,1021224,July
EAST MELBOURNE,7,2017,780000,July
EAST MELBOURNE,8,2017,720000,August
EAST MELBOURNE,8,2016,675515,August
EAST MELBOURNE,9,2017,2321167,September
EAST MELBOURNE,9,2016,2278600,September
EAST MELBOURNE,10,2016,650000,October
EAST MELBOURNE,10,2017,650000,October
EAST MELBOURNE,11,2017,3098145,November
EAST MELBOURNE,11,2016,3077349,November
EAST MELBOURNE,12,2016,1007103,December
EAST MELBOURNE,12,2017,947783,December
EDITHVALE,1,2016,1967350,January
EDITHVALE,1,2017,1537908,January
EDITHVALE,2,2016,1049722,February
EDITHVALE,2,2017,1020797,February
EDITHVALE,3,2016,654889,March
EDITHVALE,3,2017,545444,March
EDITHVALE,4,2017,885000,April
EDITHVALE,4,2016,739998,April
EDITHVALE,5,2016,542756,May
EDITHVALE,5,2017,532500,May
EDITHVALE,6,2016,714609,June
EDITHVALE,6,2017,552500,June
EDITHVALE,7,2017,650926,July
EDITHVALE,7,2016,555000,July
EDITHVALE,8,2017,1368179,August
EDITHVALE,8,2016,1215833,August
EDITHVALE,9,2016,1447386,September
EDITHVALE,9,2017,1232342,September
EDITHVALE,10,2016,1030365,October
EDITHVALE,10,2017,914110,October
EDITHVALE,11,2016,767100,November
EDITHVALE,11,2017,600000,November
EDITHVALE,12,2016,756450,December
EDITHVALE,12,2017,691750,December
ELSTERNWICK,1,2016,998321,January
ELSTERNWICK,1,2017,949733,January
ELSTERNWICK,2,2016,911982,February
ELSTERNWICK,2,2017,911982,February
ELSTERNWICK,3,2016,891144,March
ELSTERNWICK,3,2017,891144,March
ELSTERNWICK,4,2016,1213495,April
ELSTERNWICK,4,2017,975666,April
ELSTERNWICK,5,2017,1016667,May
ELSTERNWICK,5,2016,794963,May
ELSTERNWICK,6,2017,1149418,June
ELSTERNWICK,6,2016,934174,June
ELSTERNWICK,7,2017,927264,July
ELSTERNWICK,7,2016,869829,July
ELSTERNWICK,8,2017,784432,August
ELSTERNWICK,8,2016,723072,August
ELSTERNWICK,9,2017,1056430,September
ELSTERNWICK,9,2016,926786,September
ELSTERNWICK,10,2016,440500,October
ELSTERNWICK,10,2017,440500,October
ELSTERNWICK,11,2017,570389,November
ELSTERNWICK,11,2016,556092,November
ELSTERNWICK,12,2016,574751,December
ELSTERNWICK,12,2017,574751,December
ELTHAM,1,2016,585000,January
ELTHAM,1,2017,585000,January
ELTHAM,2,2016,1249834,February
ELTHAM,2,2017,1057667,February
ELTHAM,3,2016,869839,March
ELTHAM,3,2017,752195,March
ELTHAM,4,2016,894490,April
ELTHAM,4,2017,870250,April
ELTHAM,5,2017,810000,May
ELTHAM,5,2016,798075,May
ELTHAM,6,2016,910000,June
ELTHAM,6,2017,800000,June
ELTHAM,7,2016,443711,July
ELTHAM,7,2017,443711,July
ELTHAM,8,2016,614432,August
ELTHAM,8,2017,612500,August
ELTHAM,9,2016,627252,September
ELTHAM,9,2017,623773,September
ELTHAM,10,2016,1715000,October
ELTHAM,10,2017,1715000,October
ELTHAM,11,2016,588755,November
ELTHAM,11,2017,508500,November
ELTHAM,12,2016,520552,December
ELTHAM,12,2017,520552,December
ELTHAM NORTH,1,2016,729167,January
ELTHAM NORTH,1,2017,610000,January
ELTHAM NORTH,2,2016,723896,February
ELTHAM NORTH,2,2017,723896,February
ELTHAM NORTH,3,2016,470500,March
ELTHAM NORTH,3,2017,435000,March
ELTHAM NORTH,4,2017,925000,April
ELTHAM NORTH,4,2016,913841,April
ELTHAM NORTH,5,2016,865000,May
ELTHAM NORTH,5,2017,865000,May
ELTHAM NORTH,6,2016,1203670,June
ELTHAM NORTH,6,2017,1167706,June
ELTHAM NORTH,7,2017,1491857,July
ELTHAM NORTH,7,2016,1343874,July
ELTHAM NORTH,8,2017,1877700,August
ELTHAM NORTH,8,2016,1223300,August
ELTHAM NORTH,9,2016,494500,September
ELTHAM NORTH,9,2017,494500,September
ELTHAM NORTH,10,2016,489045,October
ELTHAM NORTH,10,2017,489045,October
ELTHAM NORTH,11,2017,1750000,November
ELTHAM NORTH,11,2016,525000,November
ELTHAM NORTH,12,2017,2542500,December
ELTHAM NORTH,12,2016,682500,December
ELWOOD,1,2017,1079167,January
ELWOOD,1,2016,931878,January
ELWOOD,2,2017,1284922,February
ELWOOD,2,2016,1055302,February
ELWOOD,3,2016,875215,March
ELWOOD,3,2017,855000,March
ELWOOD,4,2017,899148,April
ELWOOD,4,2016,892514,April
ELWOOD,5,2017,1219400,May
ELWOOD,5,2016,1202870,May
ELWOOD,6,2016,655000,June
ELWOOD,6,2017,655000,June
ELWOOD,7,2016,642639,July
ELWOOD,7,2017,642639,July
ELWOOD,8,2016,564604,August
ELWOOD,8,2017,494250,August
ELWOOD,9,2017,1090831,September
ELWOOD,9,2016,1015178,September
ELWOOD,10,2016,885000,October
ELWOOD,10,2017,651667,October
ELWOOD,11,2017,1253667,November
ELWOOD,11,2016,1152469,November
ELWOOD,12,2017,1285728,December
ELWOOD,12,2016,1050159,December
EMERALD,1,2017,740682,January
EMERALD,1,2016,581803,January
EMERALD,2,2016,788473,February
EMERALD,2,2017,643500,February
EMERALD,3,2017,1447926,March
EMERALD,3,2016,1057730,March
EMERALD,4,2016,1780583,April
EMERALD,4,2017,1227457,April
EMERALD,5,2016,1025833,May
EMERALD,5,2017,890375,May
EMERALD,6,2017,702226,June
EMERALD,6,2016,622602,June
EMERALD,7,2016,961962,July
EMERALD,7,2017,886072,July
EMERALD,8,2016,650681,August
EMERALD,8,2017,649756,August
EMERALD,9,2016,496000,September
EMERALD,9,2017,496000,September
EMERALD,10,2017,1247378,October
EMERALD,10,2016,1059161,October
EMERALD,11,2017,1021333,November
EMERALD,11,2016,393000,November
EMERALD,12,2016,619607,December
EMERALD,12,2017,470000,December
ENDEAVOUR HILLS,1,2017,668333,January
ENDEAVOUR HILLS,1,2016,659332,January
ENDEAVOUR HILLS,2,2016,718125,February
ENDEAVOUR HILLS,2,2017,521250,February
ENDEAVOUR HILLS,3,2016,1784126,March
ENDEAVOUR HILLS,3,2017,1707549,March
ENDEAVOUR HILLS,4,2016,1309248,April
ENDEAVOUR HILLS,4,2017,1205484,April
ENDEAVOUR HILLS,5,2017,697748,May
ENDEAVOUR HILLS,5,2016,550736,May
ENDEAVOUR HILLS,6,2017,990000,June
ENDEAVOUR HILLS,6,2016,713134,June
ENDEAVOUR HILLS,7,2016,819293,July
ENDEAVOUR HILLS,7,2017,743114,July
ENDEAVOUR HILLS,8,2016,736561,August
ENDEAVOUR HILLS,8,2017,735239,August
ENDEAVOUR HILLS,9,2017,759693,September
ENDEAVOUR HILLS,9,2016,519400,September
ENDEAVOUR HILLS,10,2016,760917,October
ENDEAVOUR HILLS,10,2017,760917,October
ENDEAVOUR HILLS,11,2017,1718804,November
ENDEAVOUR HILLS,11,2016,1465414,November
ENDEAVOUR HILLS,12,2017,1222651,December
ENDEAVOUR HILLS,12,2016,1124445,December
EPPING,1,2016,565458,January
EPPING,1,2017,561000,January
EPPING,2,2017,1712911,February
EPPING,2,2016,1288945,February
EPPING,3,2016,1741940,March
EPPING,3,2017,1518459,March
EPPING,4,2016,650000,April
EPPING,4,2017,650000,April
EPPING,5,2016,959576,May
EPPING,5,2017,959576,May
EPPING,6,2016,862452,June
EPPING,6,2017,848836,June
EPPING,7,2017,782787,July
EPPING,7,2016,648325,July
EPPING,8,2017,619916,August
EPPING,8,2016,557361,August
EPPING,9,2017,1418132,September
EPPING,9,2016,1204709,September
EPPING,10,2016,635516,October
EPPING,10,2017,629500,October
EPPING,11,2016,548570,November
EPPING,11,2017,520319,November
EPPING,12,2017,1270165,December
EPPING,12,2016,999439,December
ESSENDON,1,2016,1080475,January
ESSENDON,1,2017,1080475,January
ESSENDON,2,2016,790000,February
ESSENDON,2,2017,790000,February
ESSENDON,3,2017,1289298,March
ESSENDON,3,2016,1170882,March
ESSENDON,4,2017,2041000,April
ESSENDON,4,2016,1858841,April
ESSENDON,5,2017,550875,May
ESSENDON,5,2016,474167,May
ESSENDON,6,2017,678500,June
ESSENDON,6,2016,407500,June
ESSENDON,7,2017,895000,July
ESSENDON,7,2016,818217,July
ESSENDON,8,2016,662991,August
ESSENDON,8,2017,617000,August
ESSENDON,9,2017,837424,September
ESSENDON,9,2016,688953,September
ESSENDON,10,2016,660000,October
ESSENDON,10,2017,660000,October
ESSENDON,11,2017,752500,November
ESSENDON,11,2016,615667,November
ESSENDON,12,2016,863217,December
ESSENDON,12,2017,790611,December
ESSENDON NORTH,1,2016,2046841,January
ESSENDON NORTH,1,2017,1770039,January
ESSENDON NORTH,2,2016,1661121,February
ESSENDON NORTH,2,2017,1407461,February
ESSENDON NORTH,3,2017,1017200,March
ESSENDON NORTH,3,2016,851367,March
ESSENDON NORTH,4,2016,764771,April
ESSENDON NORTH,4,2017,764771,April
ESSENDON NORTH,5,2016,548407,May
ESSENDON NORTH,5,2017,520000,May
ESSENDON NORTH,6,2016,635000,June
ESSENDON NORTH,6,2017,488000,June
ESSENDON NORTH,7,2017,1014500,July
ESSENDON NORTH,7,2016,669000,July
ESSENDON NORTH,8,2017,1060467,August
ESSENDON NORTH,8,2016,949989,August
ESSENDON NORTH,9,2016,1496656,September
ESSENDON NORTH,9,2017,1496656,September
ESSENDON NORTH,10,2016,341639,October
ESSENDON NORTH,10,2017,341639,October
ESSENDON NORTH,11,2016,619847,November
ESSENDON NORTH,11,2017,553000,November
ESSENDON NORTH,12,2016,578788,December
ESSENDON NORTH,12,2017,578788,December
ESSENDON WEST,1,2016,821500,January
ESSENDON WEST,1,2017,650000,January
ESSENDON WEST,2,2017,726918,February
ESSENDON WEST,2,2016,674000,February
ESSENDON WEST,3,2017,2060036,March
ESSENDON WEST,3,2016,1724318,March
ESSENDON WEST,4,2017,1582282,April
ESSENDON WEST,4,2016,1463641,April
ESSENDON WEST,5,2017,913479,May
ESSENDON WEST,5,2016,737723,May
ESSENDON WEST,6,2016,1317333,June
ESSENDON WEST,6,2017,1250000,June
ESSENDON WEST,7,2016,492625,July
ESSENDON WEST,7,2017,492625,July
ESSENDON WEST,8,2017,710214,August
ESSENDON WEST,8,2016,681033,August
ESSENDON WEST,9,2016,401621,September
ESSENDON WEST,9,2017,295000,September
ESSENDON WEST,10,2016,377250,October
ESSENDON WEST,10,2017,347500,October
ESSENDON WEST,11,2016,448161,November
ESSENDON WEST,11,2017,410000,November
ESSENDON WEST,12,2017,1247500,December
ESSENDON WEST,12,2016,1012913,December
FAIRFIELD,1,2017,730000,January
FAIRFIELD,1,2016,633756,January
FAIRFIELD,2,2016,510000,February
FAIRFIELD,2,2017,510000,February
FAIRFIELD,3,2017,2629724,March
FAIRFIELD,3,2016,1020000,March
FAIRFIELD,4,2016,626798,April
FAIRFIELD,4,2017,619625,April
FAIRFIELD,5,2016,968998,May
FAIRFIELD,5,2017,895886,May
FAIRFIELD,6,2017,1457042,June
FAIRFIELD,6,2016,1114204,June
FAIRFIELD,7,2017,960750,July
FAIRFIELD,7,2016,847205,July
FAIRFIELD,8,2016,735000,August
FAIRFIELD,8,2017,735000,August
FAIRFIELD,9,2017,1377570,September
FAIRFIELD,9,2016,1037699,September
FAIRFIELD,10,2016,974884,October
FAIRFIELD,10,2017,931750,October
FAIRFIELD,11,2016,745792,November
FAIRFIELD,11,2017,745792,November
FAIRFIELD,12,2016,1034444,December
FAIRFIELD,12,2017,1034444,December
FAWKNER,1,2016,567500,January
FAWKNER,1,2017,567500,January
FAWKNER,2,2016,1364932,February
FAWKNER,2,2017,1292428,February
FAWKNER,3,2016,1071262,March
FAWKNER,3,2017,1001304,March
FAWKNER,4,2017,1157162,April
FAWKNER,4,2016,1156633,April
FAWKNER,5,2017,736167,May
FAWKNER,5,2016,662074,May
FAWKNER,6,2016,690000,June
FAWKNER,6,2017,690000,June
FAWKNER,7,2017,1254563,July
FAWKNER,7,2016,1030425,July
FAWKNER,8,2016,897246,August
FAWKNER,8,2017,889100,August
FAWKNER,9,2017,715883,September
FAWKNER,9,2016,638376,September
FAWKNER,10,2017,1408948,October
FAWKNER,10,2016,781345,October
FAWKNER,11,2016,1226000,November
FAWKNER,11,2017,1226000,November
FAWKNER,12,2017,1356676,December
FAWKNER,12,2016,1189891,December
FERNTREE GULLY,1,2016,1054125,January
FERNTREE GULLY,1,2017,1054125,January
FERNTREE GULLY,2,2017,1194000,February
FERNTREE GULLY,2,2016,1029957,February
FERNTREE GULLY,3,2017,1023833,March
FERNTREE GULLY,3,2016,799561,March
FERNTREE GULLY,4,2017,1121286,April
FERNTREE GULLY,4,2016,837500,April
FERNTREE GULLY,5,2017,1102000,May
FERNTREE GULLY,5,2016,1019556,May
FERNTREE GULLY,6,2017,1103322,June
FERNTREE GULLY,6,2016,858858,June
FERNTREE GULLY,7,2016,559000,July
FERNTREE GULLY,7,2017,559000,July
FERNTREE GULLY,8,2017,1311408,August
FERNTREE GULLY,8,2016,727667,August
FERNTREE GULLY,9,2017,488200,September
FERNTREE GULLY,9,2016,482425,September
FERNTREE GULLY,10,2017,1386500,October
FERNTREE GULLY,10,2016,1153706,October
FERNTREE GULLY,11,2017,2120200,November
FERNTREE GULLY,11,2016,1340000,November
FERNTREE GULLY,12,2017,742529,December
FERNTREE GULLY,12,2016,613384,December
FITZROY,1,2016,670000,January
FITZROY,1,2017,670000,January
FITZROY,2,2016,625500,February
FITZROY,2,2017,625500,February
FITZROY,3,2017,686000,March
FITZROY,3,2016,656408,March
FITZROY,4,2017,1281866,April
FITZROY,4,2016,1171272,April
FITZROY,5,2016,1311823,May
FITZROY,5,2017,1060799,May
FITZROY,6,2017,889880,June
FITZROY,6,2016,881597,June
FITZROY,7,2016,1908000,July
FITZROY,7,2017,1550000,July
FITZROY,8,2017,697829,August
FITZROY,8,2016,630947,August
FITZROY,9,2017,1062432,September
FITZROY,9,2016,1054693,September
FITZROY,10,2016,892250,October
FITZROY,10,2017,892250,October
FITZROY,11,2017,938067,November
FITZROY,11,2016,922396,November
FITZROY,12,2016,891382,December
FITZROY,12,2017,609000,December
FITZROY NORTH,1,2017,957500,January
FITZROY NORTH,1,2016,938753,January
FITZROY NORTH,2,2017,715208,February
FITZROY NORTH,2,2016,562500,February
FITZROY NORTH,3,2017,1072289,March
FITZROY NORTH,3,2016,869554,March
FITZROY NORTH,4,2016,925467,April
FITZROY NORTH,4,2017,925467,April
FITZROY NORTH,5,2017,582389,May
FITZROY NORTH,5,2016,505797,May
FITZROY NORTH,6,2016,655000,June
FITZROY NORTH,6,2017,655000,June
FITZROY NORTH,7,2016,1495897,July
FITZROY NORTH,7,2017,1183721,July
FITZROY NORTH,8,2016,940907,August
FITZROY NORTH,8,2017,898450,August
FITZROY NORTH,9,2016,573750,September
FITZROY NORTH,9,2017,573750,September
FITZROY NORTH,10,2017,775667,October
FITZROY NORTH,10,2016,709506,October
FITZROY NORTH,11,2017,1222857,November
FITZROY NORTH,11,2016,950000,November
FITZROY NORTH,12,2016,1028598,December
FITZROY NORTH,12,2017,921152,December
FLEMINGTON,1,2016,597849,January
FLEMINGTON,1,2017,597849,January
FLEMINGTON,2,2017,851200,February
FLEMINGTON,2,2016,761180,February
FLEMINGTON,3,2017,1903299,March
FLEMINGTON,3,2016,1228116,March
FLEMINGTON,4,2016,578828,April
FLEMINGTON,4,2017,380000,April
FLEMINGTON,5,2017,1257740,May
FLEMINGTON,5,2016,953398,May
FLEMINGTON,6,2016,638815,June
FLEMINGTON,6,2017,594854,June
FLEMINGTON,7,2017,1021457,July
FLEMINGTON,7,2016,832500,July
FLEMINGTON,8,2017,784050,August
FLEMINGTON,8,2016,755205,August
FLEMINGTON,9,2016,729167,September
FLEMINGTON,9,2017,729167,September
FLEMINGTON,10,2017,674112,October
FLEMINGTON,10,2016,601026,October
FLEMINGTON,11,2017,1387000,November
FLEMINGTON,11,2016,1029667,November
FLEMINGTON,12,2017,885176,December
FLEMINGTON,12,2016,675119,December
FOOTSCRAY,1,2016,1177857,January
FOOTSCRAY,1,2017,1062426,January
FOOTSCRAY,2,2017,913389,February
FOOTSCRAY,2,2016,853333,February
FOOTSCRAY,3,2016,514538,March
FOOTSCRAY,3,2017,477500,March
FOOTSCRAY,4,2017,907000,April
FOOTSCRAY,4,2016,635192,April
FOOTSCRAY,5,2017,672168,May
FOOTSCRAY,5,2016,631598,May
FOOTSCRAY,6,2017,577240,June
FOOTSCRAY,6,2016,549870,June
FOOTSCRAY,7,2017,1526841,July
FOOTSCRAY,7,2016,1454219,July
FOOTSCRAY,8,2016,567792,August
FOOTSCRAY,8,2017,567792,August
FOOTSCRAY,9,2016,519287,September
FOOTSCRAY,9,2017,505000,September
FOOTSCRAY,10,2016,662717,October
FOOTSCRAY,10,2017,645000,October
FOOTSCRAY,11,2017,971000,November
FOOTSCRAY,11,2016,736038,November
FOOTSCRAY,12,2017,1783571,December
FOOTSCRAY,12,2016,1560032,December
FOREST HILL,1,2017,1261580,January
FOREST HILL,1,2016,1087094,January
FOREST HILL,2,2016,608033,February
FOREST HILL,2,2017,608033,February
FOREST HILL,3,2017,656250,March
FOREST HILL,3,2016,624053,March
FOREST HILL,4,2017,1085881,April
FOREST HILL,4,2016,959115,April
FOREST HILL,5,2017,2394684,May
FOREST HILL,5,2016,1709561,May
FOREST HILL,6,2016,1027500,June
FOREST HILL,6,2017,360000,June
FOREST HILL,7,2016,525202,July
FOREST HILL,7,2017,461500,July
FOREST HILL,8,2017,625000,August
FOREST HILL,8,2016,540885,August
FOREST HILL,9,2017,1163792,September
FOREST HILL,9,2016,1037104,September
FOREST HILL,10,2017,1243300,October
FOREST HILL,10,2016,1203982,October
FOREST HILL,11,2017,980394,November
FOREST HILL,11,2016,879799,November
FOREST HILL,12,2016,366000,December
FOREST HILL,12,2017,366000,December
FRANKSTON,1,2016,933522,January
FRANKSTON,1,2017,805000,January
FRANKSTON,2,2016,1123962,February
FRANKSTON,2,2017,1123962,February
FRANKSTON,3,2016,1170600,March
FRANKSTON,3,2017,1050000,March
FRANKSTON,4,2016,1248500,April
FRANKSTON,4,2017,1248500,April
FRANKSTON,5,2017,912794,May
FRANKSTON,5,2016,688423,May
FRANKSTON,6,2016,781022,June
FRANKSTON,6,2017,716333,June
FRANKSTON,7,2016,517407,July
FRANKSTON,7,2017,499591,July
FRANKSTON,8,2017,781800,August
FRANKSTON,8,2016,611816,August
FRANKSTON,9,2017,982243,September
FRANKSTON,9,2016,873000,September
FRANKSTON,10,2016,578449,October
FRANKSTON,10,2017,485834,October
FRANKSTON,11,2016,1247866,November
FRANKSTON,11,2017,1170723,November
FRANKSTON,12,2016,520500,December
FRANKSTON,12,2017,520500,December
FRANKSTON NORTH,1,2016,555000,January
FRANKSTON NORTH,1,2017,555000,January
FRANKSTON NORTH,2,2017,1382038,February
FRANKSTON NORTH,2,2016,1007465,February
FRANKSTON NORTH,3,2017,1169250,March
FRANKSTON NORTH,3,2016,848397,March
FRANKSTON NORTH,4,2016,855711,April
FRANKSTON NORTH,4,2017,747346,April
FRANKSTON NORTH,5,2017,595000,May
FRANKSTON NORTH,5,2016,548157,May
FRANKSTON NORTH,6,2016,536716,June
FRANKSTON NORTH,6,2017,536716,June
FRANKSTON NORTH,7,2017,838250,July
FRANKSTON NORTH,7,2016,774000,July
FRANKSTON NORTH,8,2016,620000,August
FRANKSTON NORTH,8,2017,620000,August
FRANKSTON NORTH,9,2016,998837,September
FRANKSTON NORTH,9,2017,865084,September
FRANKSTON NORTH,10,2016,1066667,October
FRANKSTON NORTH,10,2017,695000,October
FRANKSTON NORTH,11,2016,1687762,November
FRANKSTON NORTH,11,2017,858500,November
FRANKSTON NORTH,12,2017,842994,December
FRANKSTON NORTH,12,2016,465000,December
FRANKSTON SOUTH,1,2016,532729,January
FRANKSTON SOUTH,1,2017,529458,January
FRANKSTON SOUTH,2,2016,2042156,February
FRANKSTON SOUTH,2,2017,1987708,February
FRANKSTON SOUTH,3,2017,784333,March
FRANKSTON SOUTH,3,2016,567000,March
FRANKSTON SOUTH,4,2017,1795382,April
FRANKSTON SOUTH,4,2016,1525000,April
FRANKSTON SOUTH,5,2016,1104333,May
FRANKSTON SOUTH,5,2017,883755,May
FRANKSTON SOUTH,6,2017,820000,June
FRANKSTON SOUTH,6,2016,722701,June
FRANKSTON SOUTH,7,2017,819024,July
FRANKSTON SOUTH,7,2016,703474,July
FRANKSTON SOUTH,8,2016,661133,August
FRANKSTON SOUTH,8,2017,651750,August
FRANKSTON SOUTH,9,2017,2305439,September
FRANKSTON SOUTH,9,2016,1756465,September
FRANKSTON SOUTH,10,2017,1190178,October
FRANKSTON SOUTH,10,2016,859591,October
FRANKSTON SOUTH,11,2017,1991655,November
FRANKSTON SOUTH,11,2016,1421818,November
FRANKSTON SOUTH,12,2017,1270000,December
FRANKSTON SOUTH,12,2016,1021943,December
GARDENVALE,1,2016,1267974,January
GARDENVALE,1,2017,1040250,January
GARDENVALE,2,2016,836250,February
GARDENVALE,2,2017,836250,February
GARDENVALE,3,2016,640000,March
GARDENVALE,3,2017,640000,March
GARDENVALE,4,2016,977500,April
GARDENVALE,4,2017,910600,April
GARDENVALE,5,2016,902643,May
GARDENVALE,5,2017,882500,May
GARDENVALE,6,2016,2107311,June
GARDENVALE,6,2017,2071807,June
GARDENVALE,7,2017,1786646,July
GARDENVALE,7,2016,1782839,July
GARDENVALE,8,2017,758419,August
GARDENVALE,8,2016,710710,August
GARDENVALE,9,2017,741166,September
GARDENVALE,9,2016,724049,September
GARDENVALE,10,2016,581333,October
GARDENVALE,10,2017,581333,October
GARDENVALE,11,2016,675000,November
GARDENVALE,11,2017,675000,November
GARDENVALE,12,2016,1802798,December
GARDENVALE,12,2017,1733458,December
GISBORNE,1,2016,804867,January
GISBORNE,1,2017,804432,January
GISBORNE,2,2016,1330413,February
GISBORNE,2,2017,1330212,February
GISBORNE,3,2017,1286987,March
GISBORNE,3,2016,981596,March
GISBORNE,4,2016,762123,April
GISBORNE,4,2017,649250,April
GISBORNE,5,2016,1189977,May
GISBORNE,5,2017,1165333,May
GISBORNE,6,2017,1363765,June
GISBORNE,6,2016,1306116,June
GISBORNE,7,2016,1119739,July
GISBORNE,7,2017,1029500,July
GISBORNE,8,2016,1117430,August
GISBORNE,8,2017,1111261,August
GISBORNE,9,2016,989222,September
GISBORNE,9,2017,836000,September
GISBORNE,10,2016,759134,October
GISBORNE,10,2017,752666,October
GISBORNE,11,2017,1862666,November
GISBORNE,11,2016,1568011,November
GISBORNE,12,2017,681475,December
GISBORNE,12,2016,498333,December
GLADSTONE PARK,1,2016,720710,January
GLADSTONE PARK,1,2017,673750,January
GLADSTONE PARK,2,2016,2023238,February
GLADSTONE PARK,2,2017,1857148,February
GLADSTONE PARK,3,2017,1870254,March
GLADSTONE PARK,3,2016,1848318,March
GLADSTONE PARK,4,2016,511154,April
GLADSTONE PARK,4,2017,342000,April
GLADSTONE PARK,5,2016,456000,May
GLADSTONE PARK,5,2017,456000,May
GLADSTONE PARK,6,2017,820000,June
GLADSTONE PARK,6,2016,480000,June
GLADSTONE PARK,7,2017,1048857,July
GLADSTONE PARK,7,2016,949002,July
GLADSTONE PARK,8,2017,983890,August
GLADSTONE PARK,8,2016,835038,August
GLADSTONE PARK,9,2017,897652,September
GLADSTONE PARK,9,2016,707120,September
GLADSTONE PARK,10,2017,1193333,October
GLADSTONE PARK,10,2016,1072714,October
GLADSTONE PARK,11,2016,806597,November
GLADSTONE PARK,11,2017,775955,November
GLADSTONE PARK,12,2017,1100000,December
GLADSTONE PARK,12,2016,1039251,December
GLEN HUNTLY,1,2016,628438,January
GLEN HUNTLY,1,2017,628438,January
GLEN HUNTLY,2,2016,573840,February
GLEN HUNTLY,2,2017,527200,February
GLEN HUNTLY,3,2016,1156188,March
GLEN HUNTLY,3,2017,1090985,March
GLEN HUNTLY,4,2017,1149496,April
GLEN HUNTLY,4,2016,1021224,April
