Country,Code,Year,Longitude,Latitude,Age Group,Recorded Deaths
Cook Islands,COK,1998,-159.7667,-21.2333,: 70+,7
Costa Rica,CRI,1998,-84,10,: 70+,876
Cote d'Ivoire,CIV,1998,-5,8,: 70+,1063
Croatia,HRV,1998,15.5,45.1667,: 70+,5592
Cuba,CUB,1998,-80,21.5,: 70+,8461
Cyprus,CYP,1998,33,35,: 70+,684
Czechia,CZE,1998,15.5,49.75,: 70+,11999
Democratic Republic of Congo,COD,1998,25,0,: 70+,3520
Denmark,DNK,1998,10,56,: 70+,11023
Djibouti,DJI,1998,43,11.5,: 70+,53
Dominica,DMA,1998,-61.3333,15.4167,: 70+,23
Dominican Republic,DOM,1998,-70.6667,19,: 70+,1781
East Asia & Pacific (WB),,1998,0,0,: 70+,1378369
Eastern Mediterranean Region (WHO),,1998,0,0,: 70+,110055
Ecuador,ECU,1998,-77.5,-2,: 70+,1830
Egypt,EGY,1998,30,27,: 70+,13438
El Salvador,SLV,1998,-88.9167,13.8333,: 70+,551
England,,1998,0,0,: 70+,91954
Equatorial Guinea,GNQ,1998,10,2,: 70+,45
Eritrea,ERI,1998,39,15,: 70+,116
Estonia,EST,1998,26,59,: 70+,1304
Eswatini,SWZ,1998,31.5,-26.5,: 70+,114
Ethiopia,ETH,1998,38,8,: 70+,3340
Europe & Central Asia (WB),,1998,0,0,: 70+,800502
European Region (WHO),,1998,0,0,: 70+,806456
Fiji,FJI,1998,175,-18,: 70+,184
Finland,FIN,1998,26,64,: 70+,4181
France,FRA,1998,2,46,: 70+,50588
G20,,1998,0,0,: 70+,2701907
Gabon,GAB,1998,11.75,-1,: 70+,121
Gambia,GMB,1998,-16.5667,13.4667,: 70+,138
Georgia,GEO,1998,43.5,42,: 70+,2938
Germany,DEU,1998,9,51,: 70+,93860
Ghana,GHA,1998,-2,8,: 70+,1058
Greece,GRC,1998,22,39,: 70+,14214
Greenland,GRL,1998,-40,72,: 70+,41
Grenada,GRD,1998,-61.6667,12.1167,: 70+,19
Guam,GUM,1998,144.7833,13.4667,: 70+,29
Guatemala,GTM,1998,-90.25,15.5,: 70+,1134
Guinea,GIN,1998,-10,11,: 70+,1315
Guinea-Bissau,GNB,1998,-15,12,: 70+,57
Guyana,GUY,1998,-59,5,: 70+,102
Haiti,HTI,1998,-72.4167,19,: 70+,696
Honduras,HND,1998,-86.5,15,: 70+,939
Hungary,HUN,1998,20,47,: 70+,12892
Iceland,ISL,1998,-18,65,: 70+,259
India,IND,1998,77,20,: 70+,293996
Indonesia,IDN,1998,120,-5,: 70+,50353
Iran,IRN,1998,53,32,: 70+,10376
Iraq,IRQ,1998,44,33,: 70+,5493
Ireland,IRL,1998,-8,53,: 70+,5845
Israel,ISR,1998,34.75,31.5,: 70+,3723
Italy,ITA,1998,12.8333,42.8333,: 70+,67055
Jamaica,JAM,1998,-77.5,18.25,: 70+,721
Japan,JPN,1998,138,36,: 70+,120056
Jordan,JOR,1998,36,31,: 70+,772
Kazakhstan,KAZ,1998,68,48,: 70+,6409
Kenya,KEN,1998,38,1,: 70+,2649
Kiribati,KIR,1998,173,1.4167,: 70+,36
Kuwait,KWT,1998,47.6581,29.3375,: 70+,226
Kyrgyzstan,KGZ,1998,75,41,: 70+,1796
Laos,LAO,1998,105,18,: 70+,1954
Latin America & Caribbean (WB),,1998,0,0,: 70+,158535
Latvia,LVA,1998,25,57,: 70+,2129
Lebanon,LBN,1998,35.8333,33.8333,: 70+,1862
Lesotho,LSO,1998,28.5,-29.5,: 70+,599
Liberia,LBR,1998,-9.5,6.5,: 70+,226
Libya,LBY,1998,17,25,: 70+,755
Lithuania,LTU,1998,24,56,: 70+,2444
Luxembourg,LUX,1998,6.1667,49.75,: 70+,418
Madagascar,MDG,1998,47,-20,: 70+,1624
Malawi,MWI,1998,34,-13.5,: 70+,1495
Malaysia,MYS,1998,112.5,2.5,: 70+,6121
Maldives,MDV,1998,73,3.25,: 70+,72
Mali,MLI,1998,-4,17,: 70+,702
Malta,MLT,1998,14.5833,35.8333,: 70+,320
Marshall Islands,MHL,1998,168,9,: 70+,7
Mauritania,MRT,1998,-12,20,: 70+,186
Mauritius,MUS,1998,57.55,-20.2833,: 70+,457
Mexico,MEX,1998,-102,23,: 70+,21022
Micronesia (country),FSM,1998,158.25,6.9167,: 70+,38
Middle East & North Africa (WB),,1998,0,0,: 70+,63383
Moldova,MDA,1998,29,47,: 70+,2271
Monaco,MCO,1998,7.4,43.7333,: 70+,62
Mongolia,MNG,1998,105,46,: 70+,769
Montenegro,MNE,1998,19,42,: 70+,525
Morocco,MAR,1998,-5,32,: 70+,5767
Mozambique,MOZ,1998,35,-18.25,: 70+,1691
Myanmar,MMR,1998,98,22,: 70+,31915
Namibia,NAM,1998,17,-22,: 70+,644
Nauru,NRU,1998,166.9167,-0.5333,: 70+,2
Nepal,NPL,1998,84,28,: 70+,10963
Netherlands,NLD,1998,5.75,52.5,: 70+,22157
New Zealand,NZL,1998,174,-41,: 70+,3443
Nicaragua,NIC,1998,-85,13,: 70+,532
Niger,NER,1998,8,16,: 70+,253
Nigeria,NGA,1998,8,10,: 70+,5855
Niue,NIU,1998,-169.8667,-19.0333,: 70+,1
North America (WB),,1998,0,0,: 70+,344469
North Korea,PRK,1998,127,40,: 70+,9621
North Macedonia,MKD,1998,22,41.8333,: 70+,1952
Northern Ireland,,1998,0,0,: 70+,2382
Northern Mariana Islands,MNP,1998,145.75,15.2,: 70+,8
Norway,NOR,1998,10,62,: 70+,5127
OECD Countries,,1998,0,0,: 70+,1103818
Oman,OMN,1998,57,21,: 70+,245
Pakistan,PAK,1998,70,30,: 70+,50966
Palau,PLW,1998,134.5,7.5,: 70+,7
Palestine,PSE,1998,35.25,32,: 70+,586
Panama,PAN,1998,-80,9,: 70+,586
Papua New Guinea,PNG,1998,147,-6,: 70+,1282
Paraguay,PRY,1998,-58,-23,: 70+,1571
Peru,PER,1998,-76,-10,: 70+,1636
Philippines,PHL,1998,122,13,: 70+,22098
Poland,POL,1998,20,52,: 70+,37584
Portugal,PRT,1998,-8,39.5,: 70+,8200
Puerto Rico,PRI,1998,-66.5,18.25,: 70+,1674
Qatar,QAT,1998,51.25,25.5,: 70+,37
Region of the Americas (WHO),,1998,0,0,: 70+,501282
Romania,ROU,1998,25,46,: 70+,19476
Russia,RUS,1998,100,60,: 70+,95578
Rwanda,RWA,1998,30,-2,: 70+,1555
Saint Kitts and Nevis,KNA,1998,-62.75,17.3333,: 70+,11
Saint Lucia,LCA,1998,-61.1333,13.8833,: 70+,34
Saint Vincent and the Grenadines,VCT,1998,-61.2,13.25,: 70+,18
Samoa,WSM,1998,-172.3333,-13.5833,: 70+,83
San Marino,SMR,1998,12.4167,43.7667,: 70+,22
Sao Tome and Principe,STP,1998,7,1,: 70+,14
Saudi Arabia,SAU,1998,45,25,: 70+,1664
Scotland,,1998,0,0,: 70+,11012
Senegal,SEN,1998,-14,14,: 70+,783
Serbia,SRB,1998,21,44,: 70+,9855
Seychelles,SYC,1998,55.6667,-4.5833,: 70+,37
Sierra Leone,SLE,1998,-11.5,8.5,: 70+,671
Singapore,SGP,1998,103.8,1.3667,: 70+,1249
Slovakia,SVK,1998,19.5,48.6667,: 70+,4122
Slovenia,SVN,1998,15,46,: 70+,1473
Solomon Islands,SLB,1998,159,-8,: 70+,141
Somalia,SOM,1998,49,10,: 70+,623
South Africa,ZAF,1998,24,-29,: 70+,17447
South Asia (WB),,1998,0,0,: 70+,393451
South Korea,KOR,1998,127.5,37,: 70+,19170
South Sudan,SSD,1998,30,8,: 70+,755
South-East Asia Region (WHO),,1998,0,0,: 70+,454792
Spain,ESP,1998,-4,40,: 70+,43035
Sri Lanka,LKA,1998,81,7,: 70+,5005
Sub-Saharan Africa (WB),,1998,0,0,: 70+,72332
Sudan,SDN,1998,30,15,: 70+,5167
Suriname,SUR,1998,-56,4,: 70+,101
Sweden,SWE,1998,15,62,: 70+,10990
Switzerland,CHE,1998,8,47,: 70+,7022
Syria,SYR,1998,38,35,: 70+,3478
Taiwan,TWN,1998,121,23.5,: 70+,9970
Tajikistan,TJK,1998,71,39,: 70+,1231
Tanzania,TZA,1998,35,-6,: 70+,5103
Thailand,THA,1998,100,15,: 70+,22374
Timor,TLS,1998,125.5167,-8.55,: 70+,145
Togo,TGO,1998,1.1667,8,: 70+,532
Tokelau,TKL,1998,-172,-9,: 70+,1
Tonga,TON,1998,-175,-20,: 70+,51
Trinidad and Tobago,TTO,1998,-61,11,: 70+,409
Tunisia,TUN,1998,9,34,: 70+,3772
Turkey,TUR,1998,35,39,: 70+,23657
Turkmenistan,TKM,1998,60,40,: 70+,884
Tuvalu,TUV,1998,178,-8,: 70+,6
Uganda,UGA,1998,32,1,: 70+,1764
Ukraine,UKR,1998,32,49,: 70+,45558
United Arab Emirates,ARE,1998,54,24,: 70+,136
United Kingdom,GBR,1998,-2,54,: 70+,111704
United States,USA,1998,-97,38,: 70+,312334
United States Virgin Islands,VIR,1998,-64.8333,18.3333,: 70+,24
Uruguay,URY,1998,-56,-33,: 70+,2650
Uzbekistan,UZB,1998,64,41,: 70+,3207
Vanuatu,VUT,1998,167,-16,: 70+,45
Venezuela,VEN,1998,-66,8,: 70+,4589
Vietnam,VNM,1998,106,16,: 70+,30121
Wales,,1998,0,0,: 70+,6356
Western Pacific Region (WHO),,1998,0,0,: 70+,1260091
World,OWID_WRL,1998,0,0,: 70+,3214345
World Bank High Income,,1998,0,0,: 70+,1079059
World Bank Low Income,,1998,0,0,: 70+,55829
World Bank Lower Middle Income,,1998,0,0,: 70+,637836
World Bank Upper Middle Income,,1998,0,0,: 70+,1440268
Yemen,YEM,1998,48,15,: 70+,2981
Zambia,ZMB,1998,30,-15,: 70+,1459
Zimbabwe,ZWE,1998,30,-20,: 70+,2742
Afghanistan,AFG,1998,65,33,: 50-69,3307
African Region (WHO),,1998,0,0,: 50-69,100859
Albania,ALB,1998,20,41,: 50-69,1109
Algeria,DZA,1998,3,28,: 50-69,5990
American Samoa,ASM,1998,-170,-14.3333,: 50-69,21
Andorra,AND,1998,1.6,42.5,: 50-69,28
Angola,AGO,1998,18.5,-12.5,: 50-69,2928
Antigua and Barbuda,ATG,1998,-61.8,17.05,: 50-69,10
Argentina,ARG,1998,-64,-34,: 50-69,20988
Armenia,ARM,1998,45,40,: 50-69,2580
Australia,AUS,1998,133,-27,: 50-69,7308
Austria,AUT,1998,13.3333,47.3333,: 50-69,4451
Azerbaijan,AZE,1998,47.5,40.5,: 50-69,4873
Bahamas,BHS,1998,-76,24.25,: 50-69,50
Bahrain,BHR,1998,50.55,26,: 50-69,153
Bangladesh,BGD,1998,90,24,: 50-69,34661
Barbados,BRB,1998,-59.5333,13.1667,: 50-69,43
Belarus,BLR,1998,28,53,: 50-69,14406
Belgium,BEL,1998,4,50.8333,: 50-69,7160
Belize,BLZ,1998,-88.75,17.25,: 50-69,36
Benin,BEN,1998,2.25,9.5,: 50-69,681
Bermuda,BMU,1998,-64.75,32.3333,: 50-69,22
Bhutan,BTN,1998,90.5,27.5,: 50-69,111
Bolivia,BOL,1998,-65,-17,: 50-69,1226
Bosnia and Herzegovina,BIH,1998,18,44,: 50-69,3768
Botswana,BWA,1998,24,-22,: 50-69,766
Brazil,BRA,1998,-55,-10,: 50-69,72186
Brunei,BRN,1998,114.6667,4.5,: 50-69,76
Bulgaria,BGR,1998,25,43,: 50-69,14271
Burkina Faso,BFA,1998,-2,13,: 50-69,1099
Burundi,BDI,1998,30,-3.5,: 50-69,1521
Cambodia,KHM,1998,105,13,: 50-69,4844
Cameroon,CMR,1998,12,6,: 50-69,2234
Canada,CAN,1998,-95,60,: 50-69,15847
Cape Verde,CPV,1998,-24,16,: 50-69,52
Central African Republic,CAF,1998,21,7,: 50-69,925
Chad,TCD,1998,19,15,: 50-69,989
Chile,CHL,1998,-71,-30,: 50-69,4344
China,CHN,1998,105,35,: 50-69,678768
Colombia,COL,1998,-72,4,: 50-69,6887
Comoros,COM,1998,44.25,-12.1667,: 50-69,93
Congo,COG,1998,15,-1,: 50-69,533
Cook Islands,COK,1998,-159.7667,-21.2333,: 50-69,9
Costa Rica,CRI,1998,-84,10,: 50-69,552
Cote d'Ivoire,CIV,1998,-5,8,: 50-69,2499
Croatia,HRV,1998,15.5,45.1667,: 50-69,5694
Cuba,CUB,1998,-80,21.5,: 50-69,6425
Cyprus,CYP,1998,33,35,: 50-69,409
Czechia,CZE,1998,15.5,49.75,: 50-69,10210
Democratic Republic of Congo,COD,1998,25,0,: 50-69,6391
Denmark,DNK,1998,10,56,: 50-69,4722
Djibouti,DJI,1998,43,11.5,: 50-69,117
Dominica,DMA,1998,-61.3333,15.4167,: 50-69,13
Dominican Republic,DOM,1998,-70.6667,19,: 50-69,1435
East Asia & Pacific (WB),,1998,0,0,: 50-69,983179
Eastern Mediterranean Region (WHO),,1998,0,0,: 50-69,139157
Ecuador,ECU,1998,-77.5,-2,: 50-69,1248
Egypt,EGY,1998,30,27,: 50-69,20813
El Salvador,SLV,1998,-88.9167,13.8333,: 50-69,546
England,,1998,0,0,: 50-69,34460
Equatorial Guinea,GNQ,1998,10,2,: 50-69,93
Eritrea,ERI,1998,39,15,: 50-69,626
Estonia,EST,1998,26,59,: 50-69,1847
Eswatini,SWZ,1998,31.5,-26.5,: 50-69,171
Ethiopia,ETH,1998,38,8,: 50-69,5904
Europe & Central Asia (WB),,1998,0,0,: 50-69,722238
European Region (WHO),,1998,0,0,: 50-69,726771
Fiji,FJI,1998,175,-18,: 50-69,412
Finland,FIN,1998,26,64,: 50-69,2794
France,FRA,1998,2,46,: 50-69,27935
G20,,1998,0,0,: 50-69,2103252
Gabon,GAB,1998,11.75,-1,: 50-69,204
Gambia,GMB,1998,-16.5667,13.4667,: 50-69,210
Georgia,GEO,1998,43.5,42,: 50-69,4368
Germany,DEU,1998,9,51,: 50-69,56553
Ghana,GHA,1998,-2,8,: 50-69,1797
Greece,GRC,1998,22,39,: 50-69,8195
Greenland,GRL,1998,-40,72,: 50-69,65
Grenada,GRD,1998,-61.6667,12.1167,: 50-69,19
Guam,GUM,1998,144.7833,13.4667,: 50-69,46
Guatemala,GTM,1998,-90.25,15.5,: 50-69,1011
Guinea,GIN,1998,-10,11,: 50-69,1398
Guinea-Bissau,GNB,1998,-15,12,: 50-69,133
Guyana,GUY,1998,-59,5,: 50-69,207
Haiti,HTI,1998,-72.4167,19,: 50-69,1681
Honduras,HND,1998,-86.5,15,: 50-69,781
Hungary,HUN,1998,20,47,: 50-69,14434
Iceland,ISL,1998,-18,65,: 50-69,113
India,IND,1998,77,20,: 50-69,379118
Indonesia,IDN,1998,120,-5,: 50-69,62917
Iran,IRN,1998,53,32,: 50-69,14126
Iraq,IRQ,1998,44,33,: 50-69,8173
Ireland,IRL,1998,-8,53,: 50-69,2206
Israel,ISR,1998,34.75,31.5,: 50-69,2035
Italy,ITA,1998,12.8333,42.8333,: 50-69,34391
Jamaica,JAM,1998,-77.5,18.25,: 50-69,605
Japan,JPN,1998,138,36,: 50-69,62695
Jordan,JOR,1998,36,31,: 50-69,1193
Kazakhstan,KAZ,1998,68,48,: 50-69,14571
Kenya,KEN,1998,38,1,: 50-69,3123
Kiribati,KIR,1998,173,1.4167,: 50-69,89
Kuwait,KWT,1998,47.6581,29.3375,: 50-69,298
Kyrgyzstan,KGZ,1998,75,41,: 50-69,2609
Laos,LAO,1998,105,18,: 50-69,2364
Latin America & Caribbean (WB),,1998,0,0,: 50-69,146793
Latvia,LVA,1998,25,57,: 50-69,3281
Lebanon,LBN,1998,35.8333,33.8333,: 50-69,1889
Lesotho,LSO,1998,28.5,-29.5,: 50-69,776
Liberia,LBR,1998,-9.5,6.5,: 50-69,293
Libya,LBY,1998,17,25,: 50-69,871
Lithuania,LTU,1998,24,56,: 50-69,3303
Luxembourg,LUX,1998,6.1667,49.75,: 50-69,272
Madagascar,MDG,1998,47,-20,: 50-69,2841
Malawi,MWI,1998,34,-13.5,: 50-69,1974
Malaysia,MYS,1998,112.5,2.5,: 50-69,6447
Maldives,MDV,1998,73,3.25,: 50-69,82
Mali,MLI,1998,-4,17,: 50-69,868
Malta,MLT,1998,14.5833,35.8333,: 50-69,211
Marshall Islands,MHL,1998,168,9,: 50-69,15
Mauritania,MRT,1998,-12,20,: 50-69,320
Mauritius,MUS,1998,57.55,-20.2833,: 50-69,481
Mexico,MEX,1998,-102,23,: 50-69,14484
Micronesia (country),FSM,1998,158.25,6.9167,: 50-69,61
Middle East & North Africa (WB),,1998,0,0,: 50-69,81994
Moldova,MDA,1998,29,47,: 50-69,3347
Monaco,MCO,1998,7.4,43.7333,: 50-69,27
Mongolia,MNG,1998,105,46,: 50-69,1205
Montenegro,MNE,1998,19,42,: 50-69,686
Morocco,MAR,1998,-5,32,: 50-69,7865
Mozambique,MOZ,1998,35,-18.25,: 50-69,2452
Myanmar,MMR,1998,98,22,: 50-69,32946
Namibia,NAM,1998,17,-22,: 50-69,456
Nauru,NRU,1998,166.9167,-0.5333,: 50-69,6
Nepal,NPL,1998,84,28,: 50-69,9393
Netherlands,NLD,1998,5.75,52.5,: 50-69,10744
New Zealand,NZL,1998,174,-41,: 50-69,1679
Nicaragua,NIC,1998,-85,13,: 50-69,405
Niger,NER,1998,8,16,: 50-69,435
Nigeria,NGA,1998,8,10,: 50-69,7610
Niue,NIU,1998,-169.8667,-19.0333,: 50-69,2
North America (WB),,1998,0,0,: 50-69,189280
North Korea,PRK,1998,127,40,: 50-69,17110
North Macedonia,MKD,1998,22,41.8333,: 50-69,2352
Northern Ireland,,1998,0,0,: 50-69,1098
Northern Mariana Islands,MNP,1998,145.75,15.2,: 50-69,13
Norway,NOR,1998,10,62,: 50-69,2162
OECD Countries,,1998,0,0,: 50-69,657949
Oman,OMN,1998,57,21,: 50-69,456
Pakistan,PAK,1998,70,30,: 50-69,54627
Palau,PLW,1998,134.5,7.5,: 50-69,10
Palestine,PSE,1998,35.25,32,: 50-69,614
Panama,PAN,1998,-80,9,: 50-69,332
Papua New Guinea,PNG,1998,147,-6,: 50-69,1861
Paraguay,PRY,1998,-58,-23,: 50-69,1027
Peru,PER,1998,-76,-10,: 50-69,1395
Philippines,PHL,1998,122,13,: 50-69,26031
Poland,POL,1998,20,52,: 50-69,41371
Portugal,PRT,1998,-8,39.5,: 50-69,5409
Puerto Rico,PRI,1998,-66.5,18.25,: 50-69,1068
Qatar,QAT,1998,51.25,25.5,: 50-69,89
Region of the Americas (WHO),,1998,0,0,: 50-69,334951
Romania,ROU,1998,25,46,: 50-69,26183
Russia,RUS,1998,100,60,: 50-69,173629
Rwanda,RWA,1998,30,-2,: 50-69,2156
Saint Kitts and Nevis,KNA,1998,-62.75,17.3333,: 50-69,7
Saint Lucia,LCA,1998,-61.1333,13.8833,: 50-69,29
Saint Vincent and the Grenadines,VCT,1998,-61.2,13.25,: 50-69,17
Samoa,WSM,1998,-172.3333,-13.5833,: 50-69,87
San Marino,SMR,1998,12.4167,43.7667,: 50-69,10
Sao Tome and Principe,STP,1998,7,1,: 50-69,13
Saudi Arabia,SAU,1998,45,25,: 50-69,2850
Scotland,,1998,0,0,: 50-69,5201
Senegal,SEN,1998,-14,14,: 50-69,1159
Serbia,SRB,1998,21,44,: 50-69,13019
Seychelles,SYC,1998,55.6667,-4.5833,: 50-69,31
Sierra Leone,SLE,1998,-11.5,8.5,: 50-69,750
Singapore,SGP,1998,103.8,1.3667,: 50-69,1144
Slovakia,SVK,1998,19.5,48.6667,: 50-69,4748
Slovenia,SVN,1998,15,46,: 50-69,1562
Solomon Islands,SLB,1998,159,-8,: 50-69,371
Somalia,SOM,1998,49,10,: 50-69,1992
South Africa,ZAF,1998,24,-29,: 50-69,21789
South Asia (WB),,1998,0,0,: 50-69,486525
South Korea,KOR,1998,127.5,37,: 50-69,19213
South Sudan,SSD,1998,30,8,: 50-69,824
South-East Asia Region (WHO),,1998,0,0,: 50-69,563960
Spain,ESP,1998,-4,40,: 50-69,22972
Sri Lanka,LKA,1998,81,7,: 50-69,5226
Sub-Saharan Africa (WB),,1998,0,0,: 50-69,102950
Sudan,SDN,1998,30,15,: 50-69,6088
Suriname,SUR,1998,-56,4,: 50-69,146
Sweden,SWE,1998,15,62,: 50-69,3803
Switzerland,CHE,1998,8,47,: 50-69,3376
Syria,SYR,1998,38,35,: 50-69,5354
Taiwan,TWN,1998,121,23.5,: 50-69,7979
Tajikistan,TJK,1998,71,39,: 50-69,1915
Tanzania,TZA,1998,35,-6,: 50-69,6634
Thailand,THA,1998,100,15,: 50-69,22204
Timor,TLS,1998,125.5167,-8.55,: 50-69,190
Togo,TGO,1998,1.1667,8,: 50-69,823
Tokelau,TKL,1998,-172,-9,: 50-69,1
Tonga,TON,1998,-175,-20,: 50-69,40
Trinidad and Tobago,TTO,1998,-61,11,: 50-69,521
Tunisia,TUN,1998,9,34,: 50-69,3084
Turkey,TUR,1998,35,39,: 50-69,35745
Turkmenistan,TKM,1998,60,40,: 50-69,2101
Tuvalu,TUV,1998,178,-8,: 50-69,7
Uganda,UGA,1998,32,1,: 50-69,2642
Ukraine,UKR,1998,32,49,: 50-69,68263
United Arab Emirates,ARE,1998,54,24,: 50-69,417
United Kingdom,GBR,1998,-2,54,: 50-69,43174
United States,USA,1998,-97,38,: 50-69,173411
United States Virgin Islands,VIR,1998,-64.8333,18.3333,: 50-69,31
Uruguay,URY,1998,-56,-33,: 50-69,2340
Uzbekistan,UZB,1998,64,41,: 50-69,7374
Vanuatu,VUT,1998,167,-16,: 50-69,62
Venezuela,VEN,1998,-66,8,: 50-69,4695
Vietnam,VNM,1998,106,16,: 50-69,24957
Wales,,1998,0,0,: 50-69,2415
Western Pacific Region (WHO),,1998,0,0,: 50-69,845214
World,OWID_WRL,1998,0,0,: 50-69,2716517
World Bank High Income,,1998,0,0,: 50-69,626126
World Bank Low Income,,1998,0,0,: 50-69,80732
World Bank Lower Middle Income,,1998,0,0,: 50-69,800390
World Bank Upper Middle Income,,1998,0,0,: 50-69,1208062
Yemen,YEM,1998,48,15,: 50-69,5392
Zambia,ZMB,1998,30,-15,: 50-69,1748
Zimbabwe,ZWE,1998,30,-20,: 50-69,3428
Afghanistan,AFG,1998,65,33,: 15-49 years,768
African Region (WHO),,1998,0,0,: 15-49 years,38139
Albania,ALB,1998,20,41,: 15-49 years,189
Algeria,DZA,1998,3,28,: 15-49 years,1895
American Samoa,ASM,1998,-170,-14.3333,: 15-49 years,7
Andorra,AND,1998,1.6,42.5,: 15-49 years,5
Angola,AGO,1998,18.5,-12.5,: 15-49 years,1210
Antigua and Barbuda,ATG,1998,-61.8,17.05,: 15-49 years,2
Argentina,ARG,1998,-64,-34,: 15-49 years,3588
Armenia,ARM,1998,45,40,: 15-49 years,481
Australia,AUS,1998,133,-27,: 15-49 years,1021
Austria,AUT,1998,13.3333,47.3333,: 15-49 years,654
Azerbaijan,AZE,1998,47.5,40.5,: 15-49 years,1304
Bahamas,BHS,1998,-76,24.25,: 15-49 years,15
Bahrain,BHR,1998,50.55,26,: 15-49 years,53
Bangladesh,BGD,1998,90,24,: 15-49 years,10426
Barbados,BRB,1998,-59.5333,13.1667,: 15-49 years,12
Belarus,BLR,1998,28,53,: 15-49 years,2841
Belgium,BEL,1998,4,50.8333,: 15-49 years,957
Belize,BLZ,1998,-88.75,17.25,: 15-49 years,8
Benin,BEN,1998,2.25,9.5,: 15-49 years,211
Bermuda,BMU,1998,-64.75,32.3333,: 15-49 years,3
Bhutan,BTN,1998,90.5,27.5,: 15-49 years,26
Bolivia,BOL,1998,-65,-17,: 15-49 years,242
Bosnia and Herzegovina,BIH,1998,18,44,: 15-49 years,520
Botswana,BWA,1998,24,-22,: 15-49 years,369
Brazil,BRA,1998,-55,-10,: 15-49 years,20686
Brunei,BRN,1998,114.6667,4.5,: 15-49 years,32
Bulgaria,BGR,1998,25,43,: 15-49 years,2515
Burkina Faso,BFA,1998,-2,13,: 15-49 years,398
Burundi,BDI,1998,30,-3.5,: 15-49 years,730
Cambodia,KHM,1998,105,13,: 15-49 years,1453
Cameroon,CMR,1998,12,6,: 15-49 years,666
Canada,CAN,1998,-95,60,: 15-49 years,2254
Cape Verde,CPV,1998,-24,16,: 15-49 years,12
Central African Republic,CAF,1998,21,7,: 15-49 years,535
Chad,TCD,1998,19,15,: 15-49 years,391
Chile,CHL,1998,-71,-30,: 15-49 years,901
China,CHN,1998,105,35,: 15-49 years,144869
Colombia,COL,1998,-72,4,: 15-49 years,1335
Comoros,COM,1998,44.25,-12.1667,: 15-49 years,29
Congo,COG,1998,15,-1,: 15-49 years,219
Cook Islands,COK,1998,-159.7667,-21.2333,: 15-49 years,2
Costa Rica,CRI,1998,-84,10,: 15-49 years,128
Cote d'Ivoire,CIV,1998,-5,8,: 15-49 years,1293
Croatia,HRV,1998,15.5,45.1667,: 15-49 years,770
Cuba,CUB,1998,-80,21.5,: 15-49 years,1143
Cyprus,CYP,1998,33,35,: 15-49 years,70
Czechia,CZE,1998,15.5,49.75,: 15-49 years,1315
Democratic Republic of Congo,COD,1998,25,0,: 15-49 years,2389
Denmark,DNK,1998,10,56,: 15-49 years,456
Djibouti,DJI,1998,43,11.5,: 15-49 years,57
Dominica,DMA,1998,-61.3333,15.4167,: 15-49 years,3
Dominican Republic,DOM,1998,-70.6667,19,: 15-49 years,414
East Asia & Pacific (WB),,1998,0,0,: 15-49 years,221409
Eastern Mediterranean Region (WHO),,1998,0,0,: 15-49 years,39405
Ecuador,ECU,1998,-77.5,-2,: 15-49 years,357
Egypt,EGY,1998,30,27,: 15-49 years,6320
El Salvador,SLV,1998,-88.9167,13.8333,: 15-49 years,155
England,,1998,0,0,: 15-49 years,3986
Equatorial Guinea,GNQ,1998,10,2,: 15-49 years,32
Eritrea,ERI,1998,39,15,: 15-49 years,498
Estonia,EST,1998,26,59,: 15-49 years,296
Eswatini,SWZ,1998,31.5,-26.5,: 15-49 years,63
Ethiopia,ETH,1998,38,8,: 15-49 years,2324
Europe & Central Asia (WB),,1998,0,0,: 15-49 years,139327
European Region (WHO),,1998,0,0,: 15-49 years,140087
Fiji,FJI,1998,175,-18,: 15-49 years,150
Finland,FIN,1998,26,64,: 15-49 years,404
France,FRA,1998,2,46,: 15-49 years,5411
G20,,1998,0,0,: 15-49 years,446046
Gabon,GAB,1998,11.75,-1,: 15-49 years,77
Gambia,GMB,1998,-16.5667,13.4667,: 15-49 years,77
Georgia,GEO,1998,43.5,42,: 15-49 years,1118
Germany,DEU,1998,9,51,: 15-49 years,7269
Ghana,GHA,1998,-2,8,: 15-49 years,498
Greece,GRC,1998,22,39,: 15-49 years,1216
Greenland,GRL,1998,-40,72,: 15-49 years,12
Grenada,GRD,1998,-61.6667,12.1167,: 15-49 years,4
Guam,GUM,1998,144.7833,13.4667,: 15-49 years,17
Guatemala,GTM,1998,-90.25,15.5,: 15-49 years,445
Guinea,GIN,1998,-10,11,: 15-49 years,413
Guinea-Bissau,GNB,1998,-15,12,: 15-49 years,50
Guyana,GUY,1998,-59,5,: 15-49 years,77
Haiti,HTI,1998,-72.4167,19,: 15-49 years,385
Honduras,HND,1998,-86.5,15,: 15-49 years,236
Hungary,HUN,1998,20,47,: 15-49 years,3136
Iceland,ISL,1998,-18,65,: 15-49 years,17
India,IND,1998,77,20,: 15-49 years,89574
Indonesia,IDN,1998,120,-5,: 15-49 years,23390
Iran,IRN,1998,53,32,: 15-49 years,3011
Iraq,IRQ,1998,44,33,: 15-49 years,2396
Ireland,IRL,1998,-8,53,: 15-49 years,269
Israel,ISR,1998,34.75,31.5,: 15-49 years,323
Italy,ITA,1998,12.8333,42.8333,: 15-49 years,3648
Jamaica,JAM,1998,-77.5,18.25,: 15-49 years,105
